Event.ID,Person,Festival,Discipline,Date Range,Earliest Date,Latest Date,Achievement,Reference
1468,Marcus Aurelius Hermagoras from Magnesia on the Sipylos (Lydia),Isthmia in Corinth (Corinthia),,,145,180,V,
1465,Marcus Aurelius  Antonius Lucius from Smyrna (Ionia),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,,145,180,V,"Robert, Hellenica VII, 105-112"
1458,Agathopous son of Dionysios from Hierokaisareia (Lydia),Isthmia in Isthmia (Corinthia),running: dolichodromos - ___,,145,169,V,I.Smyrna 662
1420,[M(arcus) A]urelius [Heras]? from Chios? (Chios),Isthmia in Isthmia (Corinthia),running: stadion - ___,,143,172,V,SEG 19.589
1384, ([boxer]) from Alexandria?,Isthmia in Isthmia (Corinthia),combat sports: pugme - ___,,131,135,V,"Corinth 8.3, 223"
1383, ([wrestler]),Isthmia in Isthmia (Corinthia),combat sports: pale - ___,,131,135,V,"Corinth 8.3, 223"
1382, ([pankratiatist]) from Stymphalos? (Arkadia),Isthmia in Isthmia (Corinthia),combat sports: pankration - ___,,131,135,V,"Corinth 8.3, 223"
1381, ([pentathlete]),Isthmia in Isthmia (Corinthia),___: pentathlon - ___,,131,135,V,"Corinth 8.3, 223"
1380, ([runner]) from Corinth (Corinthia),Isthmia in Isthmia (Corinthia),running: diaulos - ___,,131,134,V,"Corinth 8.3, 223"
1374, ([athlete]) from Ephesos? (Ionia),Isthmia in Isthmia (Corinthia),___: ___ - ___,,125,146,V,I.Ephesos 1131
1359, ([athlete]) from Ephesos? (Ionia),Isthmia in Isthmia (Corinthia),___: ___ - ___,,125,146,V,I.Ephesos 1131
1333,Publius Aelius Ailianos from (Cyprus?),Isthmia in Isthmia (Corinthia),musical: pythaulesis - ___,,125,139,V,"F.Delphes III.1, 547"
1332,Publius Aelius Ailianos from (Cyprus?),Isthmia in Isthmia (Corinthia),musical: pythaulesis - ___,,125,139,V,"F.Delphes III.1, 547"
1311,Publius Aelius Artemas from Laodikeia?,Isthmia in Isthmia (Corinthia),___: keryxis - ___,,121,139,V,IvO 237 = IAG 70
1310,Publius Aelius Artemas from Laodikeia?,Isthmia in Isthmia (Corinthia),___: keryxis - ___,,121,139,V,IvO 237 = IAG 70
1309,Publius Aelius Artemas from Laodikeia?,Isthmia in Isthmia (Corinthia),___: keryxis - ___,,121,139,V,IvO 237 = IAG 70
1308,Publius Aelius Artemas from Laodikeia?,Isthmia in Isthmia (Corinthia),___: keryxis - ___,,121,139,V,IvO 237 = IAG 70
1307,Publius Aelius Artemas from Laodikeia?,Isthmia in Isthmia (Corinthia),___: keryxis - ___,,121,139,V,IvO 237 = IAG 70
1302,[Nik]asion son of Epigonos from Sparta? (Lakonia),Isthmia in Isthmia (Corinthia),,,120,150,V,"IG V.1, 114"
1291,Marcus Tullius [...] from Apamea-Myrleia (Bithynia),Isthmia in Isthmia (Corinthia),combat sports: pugme - ___,,120,140,V,"IG II(2), 3163"
1286,[Athenaios] son of [Ale]xandros from Rhamnous (Attica),Isthmia in Isthmia (Corinthia),,,120,135,V,"IG II(2), 3145"
1270,Aristeas from Stratonikeia (Caria),Isthmia in Corinth (Corinthia),combat sports: pankration - andres,first quarter first century CE (Gouw),0,25,V,CIG 2723 = I.Stratonikeia 1042
1269,Aristeas from Stratonikeia (Caria),Isthmia in Corinth (Corinthia),combat sports: pale - andres,first quarter first century CE (Gouw),0,25,V,CIG 2723 = I.Stratonikeia 1042
1232,Marcus Iu<s>tius Marcianus Rufus from Sinope (Pontus),Isthmia in Corinth (Corinthia),combat sports: pugme - ___,ca. 115-140 CE (Farrington),115,140,V,I.Sinope 105 = SEG 13.540 = IAG 69
1231,Marcus Iu<s>tius Marcianus Rufus from Sinope (Pontus),Isthmia in Corinth (Corinthia),combat sports: pugme - ___,ca. 115-140 CE (Farrington),115,140,V,I.Sinope 105 = SEG 13.540 = IAG 69
1229,Secundus from Ephesos? (Ionia),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,,100,250,V,
1224, ([wrestler]) from Sparta? (Lakonia),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,,95,130,V,
1216,Gaius Aelius Themison son of Theodotos from Miletos (Ionia),Isthmia in Corinth (Corinthia),musical: ___ - ___,ca. 90-ca. 117 (?) CE (Farrington),90,250,V,"Broneer (1953), pp. 192-193 and plate 59f"
1197,Marcus Ulpius Heliodoros son of Diodoros from Attaleia? (Pamphylia),Isthmia in Corinth (Corinthia),musical: kitharoidia - ___,,90,117,V,
1196,Marcus Ulpius Heliodoros son of Diodoros from Attaleia? (Pamphylia),Isthmia in Corinth (Corinthia),musical: kitharoidia - ___,,90,117,V,
1195,Marcus Ulpius Heliodoros son of Diodoros from Attaleia? (Pamphylia),Isthmia in Corinth (Corinthia),musical: kitharoidia - ___,,90,117,V,
1194,Marcus Ulpius Heliodoros son of Diodoros from Attaleia? (Pamphylia),Isthmia in Corinth (Corinthia),musical: kitharoidia - ___,,90,117,V,
1193,Marcus Ulpius Heliodoros son of Diodoros from Attaleia? (Pamphylia),Isthmia in Corinth (Corinthia),musical: kitharoidia - ___,,90,117,V,
1181, ([athlete]),Isthmia in Corinth (Corinthia),,,85,180,V,
1179,Tiberius Scandilianus Zosimos from Gortyn (Crete),Isthmia in Corinth (Corinthia),musical: ___ - ___,ca. 85 (?)-ca. 120 (?) CE (Farrington),85,120,V,"CIG 1719 = Strasser (2002), pp. 99-104 = SEG 52.528"
1178,Tiberius Scandilianus Zosimos from Gortyn (Crete),Isthmia in Corinth (Corinthia),musical: ___ - ___,ca. 85 (?)-ca. 120 (?) CE (Farrington),85,120,V,"CIG 1719 = Strasser (2002), pp. 99-104 = SEG 52.528"
1177,Titus Flavius Artemidoros son of Artemidoros from Adana (Cilicia),Isthmia in Corinth (Corinthia),combat sports: pankration - ageneioi,,81,86,V,IG XIV 746 = I.Napoli 50 = IAG 67
1167,Titus Flavius Asclep[i... from Miletos? (Ionia),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,ca. 75 (?)-ca. 120 (?) (Farrington),75,120,V,"Milet I.9, 371"
1165,Titus Flavius Asclep[i... from Miletos? (Ionia),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,ca. 75 (?)-ca. 120 (?) (Farrington),75,120,V,"Milet I.9, 371"
1121,Alexandros son of Menodoros from Ephesos (Ionia),Isthmia in Corinth (Corinthia),combat sports: pale - ___,last quarter first century CE (Gouw); after 85 CE (= the date when the Balbillea were first held) (Brunet),75,100,V,I.Ephesos 1123
993,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
991,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
989,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
987,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
985,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
983,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
981,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
979,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
977,Titus Flavius Hermogenes (Hippos) son of Apollonios from Xanthos (Lycia),Isthmia in Corinth (Corinthia),running: ___ - ___,ca. 75-90 CE (?) (Farrington),75,90,V,SEG 34.1314-7
925, ([runner]) son of Pythodoros from Kos (Kos),Isthmia in Corinth (Corinthia),___: pentathlon - andres,early first century CE (Gouw),0,25,V,Iscr. Cos EV 203
903,Rufus from (Egypt),Isthmia in Corinth (Corinthia),combat sports: ___ - ___,ca. 70-250 (?) CE (Farrington),70,250,V,SB I 5275
895,Tiberius Claudius Nero Caesar son of Gnaius Domitius Ahenobarbus from Rome (Italy),Isthmia in Corinth (Corinthia),musical: ___ - ___,67 CE (Farrington),67,67,V,Philostr. VA 4.24
863, ([runner]) son of ...krates from Miletos (Ionia),Isthmia in Corinth (Corinthia),running: hoplites or hoplitodromos - andres,last quarter first century BCE (Gouw),-25,0,V,I.Didyma 201
829, ([runner]) son of ...krates from Miletos (Ionia),Isthmia in Corinth (Corinthia),running: hoplites or hoplitodromos - andres,last quarter first century BCE (Gouw),-25,0,V,I.Didyma 201
685, ([runner]) from Ephesos? (Ionia),Isthmia? in ___,running: ___ - ___,ca. 139-ca. 150 CE (?) (Farrington),139,150,V,"I.Ephesos 1613 = GIBM 613 = Brunet (1998), no. 23"
643,Titus Flavius  [P]oll[is] son of Ariston? from Rhodes? (Rhodes),Isthmia in Corinth (Corinthia),running: dolichos - andres,ca. 60-ca. 85 CE (Farrington),60,85,V,"ASAA 30-32 (1952-1954), no. 66 and 66a and ASAA 33-34 (1955-1956), no. 1 = IG XII.1, 82"
627,Diogenes son of Dionysios from Ephesos (Ionia),Isthmia in Isthmia (Corinthia),musical: salpizein - ___,,58,85,V,IvO 232
625,Diogenes son of Dionysios from Ephesos (Ionia),Isthmia in Isthmia (Corinthia),musical: salpizein - ___,,58,85,V,IvO 232
623,Ariston from Kos? (Kos),Isthmia in Corinth (Corinthia),musical: aulesis - ___,ca. 55 (?)-ca. 120 (?) CE (Farrington),55,120,V,"Iscr. Cos EV 234 = IG XII.4, 521"
621,L(ucius) Cornelius Corinthus from Corinth (Corinthia),Isthmia in Corinth (Corinthia),musical: pythaulesis - ___,,50,120,V,SEG 29.340
619,Aristeas from Stratonikeia (Caria),Isthmia? in Isthmia (Corinthia),combat sports: pankration - andres,,50,70,V,CIG 2723 = I.Stratonikeia 1042
617,Tiberius Claudius Patrobius from Antiochia (on the Orontes) (Syria),Isthmia in Corinth (Corinthia),combat sports: pale - andres,,43,60,V,IGUR 249 = IAG 65 = SEG 14.613
613,Hedea daughter of Hermesianax from Kaisareia Tralleis (Caria),Isthmia in Corinth (Corinthia),chariot: enoplion harmati - ___,43 CE (Farrington),43,43,V,"F.Delphes III.1, 534 = IAG 63"
611,Tryphosa daughter of Hermesianax from Kaisareia Tralleis (Caria),Isthmia in Corinth (Corinthia),running: stadion - parthenoi,41 CE (Farrington),41,41,V,"F.Delphes III.1, 534 = IAG 63"
609,Heras from Laodikeia on the Lykos (Phrygia),Isthmia in Corinth (Corinthia),combat sports: pankration - ___,,35,55,V,AP 16.52
599,[Demo]krates son of Demokrates from Magnesia on the Meander (Ionia),Isthmia in Isthmia (Corinthia),combat sports: pugme - andres,,15,85,V,I.Magnesia 149b = IAG 62 = SEG 14.736
597,[Demo]krates son of Demokrates from Magnesia on the Meander (Ionia),Isthmia in Isthmia (Corinthia),combat sports: pugme - andres,,15,85,V,I.Magnesia 149b = IAG 62 = SEG 14.736
595,Damostratos from Sinope (Pontus),Isthmia in Corinth (Corinthia),combat sports: pale - ___,,10,45,V,
593,Damostratos from Sinope (Pontus),Isthmia in Corinth (Corinthia),combat sports: pale - ___,,10,45,V,
591,Damostratos from Sinope (Pontus),Isthmia in Corinth (Corinthia),combat sports: pale - ___,,10,45,V,
